Ensembl Gene ID	EntrezGene ID	HGNC symbol
ENSG00000252143		
ENSG00000276002		
ENSG00000222416		RNA5SP274
ENSG00000199858		RNU6-1120P
ENSG00000252558		RNU6-914P
ENSG00000206777		RNU6-637P
ENSG00000202034		RNU6-399P
ENSG00000251213		
ENSG00000244357		RN7SL145P
ENSG00000252026		RNU6-1262P
ENSG00000255220		DDX18P5
ENSG00000212190		RNU6-298P
ENSG00000241604		RN7SL340P
ENSG00000265793	100422935	MIR3118-4
ENSG00000099338	57828	CATSPERG
ENSG00000274862		
ENSG00000275652	102465477	MIR6796
ENSG00000134294	54407	SLC38A2
ENSG00000238745		
ENSG00000200650		RNA5SP114
ENSG00000238761		
ENSG00000253072		
ENSG00000252935		RNU6-1220P
ENSG00000251953		RNA5SP522
ENSG00000240733		RN7SL502P
ENSG00000105258	5438	POLR2I
ENSG00000277996	147798	TMC4
ENSG00000251952		RNU6-1219P
ENSG00000278938		
ENSG00000276323	29844	TFPT
ENSG00000202125		RNU1-100P
ENSG00000264041		RN7SL670P
ENSG00000273613	102465684	MIR6511A4
ENSG00000201263	767582	SNORD114-6
ENSG00000281656		
ENSG00000200112		
ENSG00000274134	102466732	MIR6774
ENSG00000265734	100616375	MIR4438
ENSG00000273788		
ENSG00000200376		RNU5E-10P
ENSG00000278034	102465437	MIR6731
ENSG00000199053	442898	MIR324
ENSG00000274314	102466727	MIR6749
ENSG00000281269		
ENSG00000223109	100302119	MIR1538
ENSG00000278427	3811	KIR3DL1
ENSG00000201527		RNA5SP478
ENSG00000207615	574465	MIR515-2
ENSG00000263968		RN7SL381P
ENSG00000207563	407011	MIR23B
ENSG00000207991	693186	MIR601
ENSG00000265215	100423043	MIR4269
ENSG00000240723		RN7SL382P
ENSG00000221227	100302270	MIR1305
ENSG00000281010		
ENSG00000272460	100033814	SNORD115-40
ENSG00000252643		RNU6-1136P
ENSG00000206687		RNU1-109P
ENSG00000201793		RN7SKP9
ENSG00000212553		
ENSG00000252530		RNU6-965P
ENSG00000196323	29068	ZBTB44
ENSG00000202174		RNA5-8SP5
ENSG00000221264	100302112	MIR1284
ENSG00000201242		RNY1P1
ENSG00000272237		
ENSG00000200131		RN7SKP77
ENSG00000272393		RNU6-92P
ENSG00000260351		
ENSG00000199846		RNU1-72P
ENSG00000206797		
ENSG00000260608		
ENSG00000268154		
ENSG00000212608		
ENSG00000204963	56141	PCDHA7
ENSG00000252824		
ENSG00000246477		
ENSG00000277269		
ENSG00000212279		
ENSG00000252608		RNU6-1191P
ENSG00000202029		RNU6-580P
ENSG00000207455		RNU6-331P
ENSG00000206882		RNA5SP87
ENSG00000204962	56140	PCDHA8
ENSG00000199781		
ENSG00000253001		RN7SKP105
ENSG00000206853		
ENSG00000253023		RNU7-156P
ENSG00000223088		RMRPP5
ENSG00000252544		RNU6-1282P
ENSG00000222317		RNA5SP118
ENSG00000241144		RN7SL728P
ENSG00000268530		
ENSG00000239560		RN7SL479P
ENSG00000252590		RNU7-143P
ENSG00000223125		RNU2-32P
ENSG00000222511		
ENSG00000199248		RNU6-28P
ENSG00000207362		RNU6-422P
ENSG00000252905		RNA5SP330
ENSG00000200287		
ENSG00000263879	677820	SNORA38
ENSG00000180532	201516	ZSCAN4
ENSG00000207002		
ENSG00000200389		RNU6-509P
ENSG00000281370		
ENSG00000206639		
ENSG00000283313		
ENSG00000224357		ATG3P1
ENSG00000201796		RNU6-392P
ENSG00000207271		
ENSG00000279011		
ENSG00000207405	26784	SNORA64
ENSG00000277713	102465515	MIR6856
ENSG00000223410		
ENSG00000212040	100126335	MIR543
ENSG00000199291		
ENSG00000278598	102465464	MIR6775
ENSG00000237939		
ENSG00000266423	100423029	MIR3163
ENSG00000207486		RNU6-1044P
ENSG00000277904	102465838	MIR7850
ENSG00000222976		RN7SKP94
ENSG00000266124	100847028	MIR5587
ENSG00000252995		RNU6-667P
ENSG00000100583	161394	SAMD15
ENSG00000232553		CLK2P1
ENSG00000196365	9361	LONP1
ENSG00000259083		
ENSG00000278687		
ENSG00000277704		
ENSG00000271499		
ENSG00000109458	2549	GAB1
ENSG00000130147	23677	SH3BP4
ENSG00000230177		
ENSG00000001036	2519	FUCA2
ENSG00000273345		
ENSG00000225969		ABHD11-AS1
ENSG00000260059		
ENSG00000198156	728741	NPIPB6
ENSG00000196267	162962	ZNF836
ENSG00000133466	114904	C1QTNF6
ENSG00000152969	152789	JAKMIP1
ENSG00000270989		
ENSG00000267927		
ENSG00000132823	51526	OSER1
ENSG00000269102		
ENSG00000156795	55093	WDYHV1
ENSG00000146386	58527	ABRACL
ENSG00000237055		MTCO1P48
ENSG00000228072		
ENSG00000137285	347733	TUBB2B
ENSG00000005194	57019	CIAPIN1
ENSG00000221923	400713	ZNF880
ENSG00000211937		IGHV2-5
ENSG00000142453	10498	CARM1
ENSG00000214189		ZNF788
ENSG00000054965	23201	FAM168A
ENSG00000253832		
ENSG00000282601		HOMER2P2
ENSG00000272043		
ENSG00000211942		IGHV3-13
ENSG00000270761		
ENSG00000242986		
ENSG00000231001		CCNB1IP1P3
ENSG00000266651		
ENSG00000229314	5004	ORM1
ENSG00000182463	128553	TSHZ2
ENSG00000105254	1155	TBCB
ENSG00000153832	130888	FBXO36
ENSG00000268364		SMC5-AS1
ENSG00000273931	3809	KIR2DS4
ENSG00000249593		
ENSG00000271776		
ENSG00000276951		
ENSG00000265746		KYNUP2
ENSG00000252779		RNU6-182P
ENSG00000206925		
ENSG00000152518	678	ZFP36L2
ENSG00000251819		RNU6-322P
ENSG00000254973		
ENSG00000201588	100169753	RNA5S2
ENSG00000199780		
ENSG00000199809		RNA5SP374
ENSG00000274777		
ENSG00000203733		GJE1
ENSG00000252999		RNA5SP380
ENSG00000263693	100423000	MIR3161
ENSG00000198752	9578	CDC42BPB
ENSG00000222589		RN7SKP159
ENSG00000236841		
ENSG00000212452	692109	SNORD69
ENSG00000165197	2277	VEGFD
ENSG00000212302		
ENSG00000199804		RNA5SP383
ENSG00000186908	23390	ZDHHC17
ENSG00000265059		
ENSG00000242482		RN7SL392P
ENSG00000200653		RNU4-92P
ENSG00000265684		RN7SL378P
ENSG00000148965	6291	SAA4
ENSG00000242281		RN7SL159P
ENSG00000207639	574455	MIR193B
ENSG00000207082		RNU6-171P
ENSG00000201668		
ENSG00000207862	574474	MIR518B
ENSG00000244056		RN7SL417P
ENSG00000222407		RNA5SP80
ENSG00000005961	3674	ITGA2B
ENSG00000275238	100616203	MIR4734
ENSG00000201003		
ENSG00000276256	389831	
ENSG00000276256	102723360	
ENSG00000276256	102724219	
ENSG00000276256	102724441	
ENSG00000276256	102724843	
ENSG00000276256	102724951	
ENSG00000263872	100616232	MIR4528
ENSG00000271924		RNA5SP108
ENSG00000202237		RNU6-53P
ENSG00000278551		RNU6-368P
ENSG00000221240	100302172	MIR1258
ENSG00000266419	692233	SNORD117
ENSG00000252647		RNA5SP416
ENSG00000207403		
ENSG00000201654	101954275	RNU6-7
ENSG00000274055		
ENSG00000221263	100302288	MIR548P
ENSG00000283645	100846997	MIR5583-2
ENSG00000251763		RNU6-470P
ENSG00000222536		RNU2-39P
ENSG00000281676		
ENSG00000251752		RNU4-29P
ENSG00000005436	6936	GCFC2
ENSG00000276599		RNA5SP411
ENSG00000252061		RNU6-415P
ENSG00000199241		
ENSG00000222736		RNU4-6P
ENSG00000275698		
ENSG00000243968		RN7SL402P
ENSG00000083750	10325	RRAGB
ENSG00000207115		RNU6-364P
ENSG00000212146		RNU6-910P
ENSG00000265976	100616449	MIR4725
ENSG00000264638	100422869	MIR3152
ENSG00000243066		RN7SL842P
ENSG00000138767	246175	CNOT6L
ENSG00000253025		RNU2-12P
ENSG00000261451		
ENSG00000199709		RNU4-23P
ENSG00000221740	692210	SNORD93
ENSG00000278482		
ENSG00000282742		
ENSG00000221771	100302161	MIR1205
ENSG00000269776		DPPA5P1
ENSG00000212325		
ENSG00000251807		RNU6-202P
ENSG00000202216		
ENSG00000180210	2147	F2
ENSG00000132911	56923	NMUR2
ENSG00000243446		RN7SL284P
ENSG00000206957		
ENSG00000276735		
ENSG00000252068		RNU6-390P
ENSG00000207782	406942	MIR150
ENSG00000278233	100008587	RNA5-8S5
ENSG00000266211	100423018	MIR3156-3
ENSG00000258405	147660	ZNF578
ENSG00000208014	724023	MIR653
ENSG00000264755	100422957	MIR3131
ENSG00000278457		
ENSG00000252292		RN7SKP238
ENSG00000272384		
ENSG00000208000	574514	MIR509-1
ENSG00000265321	100422965	MIR4263
ENSG00000226541		
ENSG00000251719		RNU6-408P
ENSG00000243049		RN7SL33P
ENSG00000252290		
ENSG00000206909		
ENSG00000180878	160298	C11orf42
ENSG00000242255		RPL39P34
ENSG00000278421		
ENSG00000222842		RN7SKP168
ENSG00000222452		RN7SKP59
ENSG00000266770		RN7SL619P
ENSG00000252923		
ENSG00000225609		CDY20P
ENSG00000200879	85391	SNORD14E
ENSG00000201300	100036564	SNORD115-27
ENSG00000222604		
ENSG00000267580		
ENSG00000201648		RNU4-91P
ENSG00000277428		
ENSG00000248571	105377494	
ENSG00000249970		
ENSG00000268654	100073347	MIMT1
ENSG00000278101		
ENSG00000222220		RN7SKP129
ENSG00000230069		LRRC37A15P
ENSG00000278089	100033444	SNORD115-7
ENSG00000200570		RNU6-829P
ENSG00000258467		PHKBP2
ENSG00000172348	10231	RCAN2
ENSG00000180611	151963	MB21D2
ENSG00000224548		
ENSG00000222431		RNU6-141P
ENSG00000223395		RBM22P7
ENSG00000253063		RNU6-494P
ENSG00000266321	100422843	MIR4293
ENSG00000228937		
ENSG00000235239		
ENSG00000200869		RNU6-457P
ENSG00000277506		RN7SL802P
ENSG00000178719	2907	GRINA
ENSG00000252695	100313842	MIR2276
ENSG00000277446		
ENSG00000206658		RNU6-1039P
ENSG00000119431	81932	HDHD3
ENSG00000263926	100616413	MIR4462
ENSG00000273701		
ENSG00000265725	100422951	MIR3144
ENSG00000207699	574491	MIR518A2
ENSG00000174567	127845	GOLT1A
ENSG00000266195		RN7SL163P
ENSG00000280264		
ENSG00000208003	693132	MIR549A
ENSG00000200354	677840	SNORA71D
ENSG00000268678		
ENSG00000238754	107397392	SCARNA18B
ENSG00000275239	105379447	
ENSG00000255874	283487	LINC00346
ENSG00000263600	100500915	MIR3915
ENSG00000275108		
ENSG00000221333	100313770	MIR548K
ENSG00000278939		
ENSG00000253602		RN7SL260P
ENSG00000202183		
ENSG00000221792	100302254	MIR1282
ENSG00000133315	28992	MACROD1
ENSG00000265595	100616225	MIR4756
ENSG00000274917	100008587	RNA5-8S5
ENSG00000083635	26747	NUFIP1
ENSG00000277546		
ENSG00000264658	100616471	MIR4798
ENSG00000207385		RNU6-310P
ENSG00000278329		KIR2DP1
ENSG00000200473		RNA5SP507
ENSG00000199636		
ENSG00000242719		RN7SL806P
ENSG00000229294		
ENSG00000202309		
ENSG00000201749		
ENSG00000234144		COX6CP13
ENSG00000274187		
ENSG00000222663		RNU4-55P
ENSG00000273636		
ENSG00000279925		
ENSG00000223259		RNA5SP508
ENSG00000200313		RNA5-8SP7
ENSG00000200463	727676	SNORD118
ENSG00000275522	3802	KIR2DL1
ENSG00000251837		
ENSG00000263795	100847014	MIR5100
ENSG00000276765	102465872	MIR8073
ENSG00000183798	90187	EMILIN3
ENSG00000207023		RNU6-975P
ENSG00000222870		RNU6-1328P
ENSG00000264426	100422917	MIR4283-1
ENSG00000235004		USP9YP30
ENSG00000202272		
ENSG00000263432		RN7SL689P
ENSG00000207227		RNU6-900P
ENSG00000201176		RNU6-853P
ENSG00000201868		
ENSG00000265033		RN7SL262P
ENSG00000266144	100616386	MIR4654
ENSG00000252236		
ENSG00000252211		RNA5SP473
ENSG00000277249	102465470	MIR6784
ENSG00000263834	100616479	MIR4635
ENSG00000133687	83857	TMTC1
ENSG00000264984	100847015	MIR5691
ENSG00000222282		RNU6-584P
ENSG00000273500	102465137	MIR6129
ENSG00000252261		RNA5SP262
ENSG00000264494	100616331	MIR4650-2
ENSG00000253080		RNA5SP373
ENSG00000276941	100616223	MIR4509-1
ENSG00000207649	406930	MIR138-2
ENSG00000207864	407019	MIR27B
ENSG00000200436		
ENSG00000275726	102464836	MIR6088
ENSG00000274617		
ENSG00000240327		RN7SL93P
ENSG00000221251	100302148	MIR1263
ENSG00000222971		RNA5SP222
ENSG00000251886		RNU6-120P
ENSG00000239932		RN7SL606P
ENSG00000167766	55769	ZNF83
ENSG00000212237		RNA5SP18
ENSG00000201815		RNU6-526P
ENSG00000264549	619570	SNORD95
ENSG00000239040		
ENSG00000201690		RNY1P2
ENSG00000252872		RNU7-188P
ENSG00000273748		
ENSG00000207198		RNU6-1195P
ENSG00000212276		RNA5SP292
ENSG00000280316		
ENSG00000222973		RNU2-25P
ENSG00000251359	152641	WWC2-AS2
ENSG00000226477		
ENSG00000272160		RNU4-5P
ENSG00000277588	102465484	MIR6806
ENSG00000227029		
ENSG00000216636		RPL7P25
ENSG00000242080		
ENSG00000236819	101060544	LINC01563
ENSG00000230275		SERBP1P4
ENSG00000268117		VN1R84P
ENSG00000227899	106478956	MDC1-AS1
ENSG00000200888		
ENSG00000253384		
ENSG00000251965		RNA5SP208
ENSG00000279286		
ENSG00000124003	116255	MOGAT1
ENSG00000265507	100616499	MIR4435-1
ENSG00000234308	102725079	
ENSG00000207605	406966	MIR191
ENSG00000149531		FRG1BP
ENSG00000260490		MYL12BP1
ENSG00000251296		
ENSG00000275524	100033802	SNORD115-26
ENSG00000269845	641367	
ENSG00000222558		RNU6-1064P
ENSG00000226796		OR2H5P
ENSG00000233033		CASK-AS1
ENSG00000270479		BNIP3P37
ENSG00000019995	54764	ZRANB1
ENSG00000265848	100616131	MIR3689D1
ENSG00000237947		
ENSG00000243101		RPS3P7
ENSG00000279331	55472	RBM12B-AS1
ENSG00000207088	677797	SNORA7B
ENSG00000221888	26188	OR1C1
ENSG00000227154		
ENSG00000229686	26793	SNORD56
ENSG00000178233	441151	TMEM151B
ENSG00000237234		
ENSG00000123500	1300	COL10A1
ENSG00000205940		HSP90AB2P
ENSG00000143224	5498	PPOX
ENSG00000273621		
ENSG00000231087		FDPSP7
ENSG00000271222		
ENSG00000243505		RN7SL240P
ENSG00000249920		HNRNPA1P55
ENSG00000271409		
ENSG00000114853	92999	ZBTB47
ENSG00000251632	105377443	
ENSG00000232403		
ENSG00000225434	100507540	LINC01504
ENSG00000281569	644246	KANSL1-AS1
ENSG00000249838		SUMO2P7
ENSG00000271491		
ENSG00000240639		RN7SL666P
ENSG00000261257		
ENSG00000274322		
ENSG00000205318		GCNT6
ENSG00000202079		
ENSG00000258986	388021	TMEM179
ENSG00000252977		RNA5SP70
ENSG00000253682		
ENSG00000224194		
ENSG00000212171		RNA5SP86
ENSG00000224656		
ENSG00000207433		RNU6-246P
ENSG00000113262	2916	GRM6
ENSG00000250994		
ENSG00000280941		IGLVI-38
ENSG00000207260		RNU6-35P
ENSG00000236348		PSMC1P10
ENSG00000273729		
ENSG00000269275		
ENSG00000228098		
ENSG00000264185		
ENSG00000232352	101928931	SEMA3B-AS1
ENSG00000256346		
ENSG00000272025		
ENSG00000180340	2535	FZD2
ENSG00000123810	80776	B9D2
ENSG00000229485		KSR1P1
ENSG00000227633		RBMY2YP
ENSG00000132671	6754	SSTR4
ENSG00000228935		
ENSG00000278779		
ENSG00000281079		
ENSG00000207995	442899	MIR325
ENSG00000203531		
ENSG00000266672	692092	SNORD32B
ENSG00000120942	29914	UBIAD1
ENSG00000235372		ETF1P1
ENSG00000255910		
ENSG00000201026		
ENSG00000200564	100033813	SNORD115-39
ENSG00000265606	100616120	MIR4695
ENSG00000274893		
ENSG00000179073	9288	TAAR3
ENSG00000265735		RN7SL5P
ENSG00000226446		NOTCH2P1
ENSG00000199165	406881	MIRLET7A1
ENSG00000164334	340069	FAM170A
ENSG00000173706	57493	HEG1
ENSG00000222078		RN7SKP110
ENSG00000244006		RN7SL799P
ENSG00000283152	100422882	MIR3120
ENSG00000237475		RPL7P53
ENSG00000171943	653464	SRGAP2C
ENSG00000168079	286133	SCARA5
ENSG00000224414		
ENSG00000238650	26795	SNORD54
ENSG00000249599		BMPR1B-AS1
ENSG00000106689	9355	LHX2
ENSG00000221120	100187716	MIR1224
ENSG00000202407		
ENSG00000202008		
ENSG00000223648		IGHV3-64
ENSG00000224892		RPS4XP16
ENSG00000276961	102466865	MIR7848
ENSG00000222428		RNA5SP231
ENSG00000158714	56833	SLAMF8
ENSG00000272395	101180976	IFNL4
ENSG00000242201		RN7SL215P
ENSG00000271537		
ENSG00000251816		RNA5SP157
ENSG00000199739		RNU6-552P
ENSG00000121335	653247	PRB2
ENSG00000251442		LINC01094
ENSG00000228336		OR9H1P
ENSG00000270367		
ENSG00000200356		RNU6-833P
ENSG00000279490		
ENSG00000237440	100129842	ZNF737
ENSG00000200806		RNA5SP275
ENSG00000273219		
ENSG00000195024		RNU1-15P
ENSG00000269904	139201	MAP2K4P1
ENSG00000263764	26807	SNORD43
ENSG00000188765		TMSB4XP2
ENSG00000206992		RNU6-574P
ENSG00000206898		
ENSG00000282342		IGHJ2
ENSG00000206678		RNU6-144P
ENSG00000277846	9299	SNORD30
ENSG00000271949		
ENSG00000243925		RPS24P18
ENSG00000283398		
ENSG00000173041	340252	ZNF680
ENSG00000264741	100616158	MIR4505
ENSG00000274131	1089	CEACAM4
ENSG00000251135		
ENSG00000200293		RNA5SP393
ENSG00000236251	3305	HSPA1L
ENSG00000221365	100302201	MIR1228
ENSG00000207756	693165	MIR580
ENSG00000223538		
ENSG00000279705		
ENSG00000228360		
ENSG00000142634	79180	EFHD2
ENSG00000206705		
ENSG00000276122		
ENSG00000278040		
ENSG00000226213		UBQLN4P2
ENSG00000199840		
ENSG00000183808	389677	RBM12B
ENSG00000104827	1082	CGB3
ENSG00000212359		RNU6-550P
ENSG00000255749		GNAI2P1
ENSG00000276379	3811	KIR3DS1
ENSG00000283682	100616254	MIR548AH
ENSG00000276145	441864	TARM1
ENSG00000189190	162966	ZNF600
ENSG00000274542	1139	
ENSG00000234089	105375297	
ENSG00000168876	54851	ANKRD49
ENSG00000163576	151651	EFHB
ENSG00000277698	102465908	MIR6770-2
ENSG00000222305		
ENSG00000140265	146050	ZSCAN29
ENSG00000252922		RNU6-365P
ENSG00000283678	102465498	MIR6830
ENSG00000234243	63940	GPSM3
ENSG00000232962	3111	HLA-DOA
ENSG00000252246		RNA5SP92
ENSG00000207714	693169	MIR584
ENSG00000189320	389558	FAM180A
ENSG00000223120		RN7SKP181
ENSG00000278239		
ENSG00000252721		RNU6-798P
ENSG00000276229		
ENSG00000277721		
ENSG00000221611		
ENSG00000130513	9518	GDF15
ENSG00000169914	23252	OTUD3
ENSG00000222986		RNU5A-5P
ENSG00000225945		
ENSG00000252053		RNU6-1101P
ENSG00000250207		
ENSG00000200752		
ENSG00000252628		RNU6-453P
ENSG00000207248		RNU6-1005P
ENSG00000277479		
ENSG00000223247		RNU2-64P
ENSG00000278618	103504736	MIR8069-2
ENSG00000183092	57596	BEGAIN
ENSG00000207609	574444	MIR491
ENSG00000243364	1945	EFNA4
ENSG00000199145	442896	MIR302D
ENSG00000236281		NDUFB9P2
ENSG00000252766		RNU6-255P
ENSG00000222960		RNU6-272P
ENSG00000231147		ARHGAP42P2
ENSG00000200406	767603	SNORD114-23
ENSG00000061676	10787	NCKAP1
ENSG00000164916	221937	FOXK1
ENSG00000106245	8896	BUD31
ENSG00000265205		
ENSG00000199622		RN7SKP20
ENSG00000281842	100302221	MIR1291
ENSG00000233765		
ENSG00000227131		
ENSG00000200591		
ENSG00000170835	1056	CEL
ENSG00000283088		
ENSG00000240470		RN7SL346P
ENSG00000252074		RNU6-416P
ENSG00000199594		RNU6-1301P
ENSG00000235499		
ENSG00000280537		
ENSG00000221081	100302169	MIR320D2
ENSG00000240203		RN7SL567P
ENSG00000252729		RNU6-971P
ENSG00000266327	100616280	MIR4503
ENSG00000281471		IGLV5-37
ENSG00000101162	81027	TUBB1
ENSG00000266984		POLR3GP2
ENSG00000201277		
ENSG00000206674		RNU6-945P
ENSG00000265896		
ENSG00000225563		
ENSG00000206723		RNU6-1056P
ENSG00000212345		RNU6-700P
ENSG00000224783		MIPEPP2
ENSG00000221332		
ENSG00000231830		
ENSG00000214140	768206	PRCD
ENSG00000143954	130120	REG3G
ENSG00000274848		
ENSG00000252705		RNU6-175P
ENSG00000200327		RNA5SP62
ENSG00000233410		LINC01222
ENSG00000269110		
ENSG00000252170		
ENSG00000199466		
ENSG00000252148		RNU6-1206P
ENSG00000263396		
ENSG00000238759		RNU7-155P
ENSG00000200832		SNORD114-4
ENSG00000167994	5866	RAB3IL1
ENSG00000242165		RN7SL222P
ENSG00000276225		
ENSG00000240713		RN7SL860P
ENSG00000226433		
ENSG00000251726		RNU7-41P
ENSG00000173812	10209	EIF1
ENSG00000237637		FRY-AS1
ENSG00000207217		
ENSG00000238597	26772	SNORD4B
ENSG00000250030		
ENSG00000239250		RN7SL271P
ENSG00000233611		
ENSG00000129194	6665	SOX15
ENSG00000264314	100847030	MIR548AT
ENSG00000202335		
ENSG00000253615		
ENSG00000263973	100616148	MIR4760
ENSG00000169299	55276	PGM2
ENSG00000234682		VDAC2P4
ENSG00000066382	744	MPPED2
ENSG00000207460		SNORD116-19
ENSG00000265602		
ENSG00000278725		
ENSG00000201151		
ENSG00000281881	100642175	SPRY4-IT1
ENSG00000252036		RN7SKP288
ENSG00000132581	6388	SDF2
ENSG00000254347		
ENSG00000199407		RNA5SP301
ENSG00000254690		
ENSG00000201642		RNU6-865P
ENSG00000166847	84516	DCTN5
ENSG00000250114		
ENSG00000278413		
ENSG00000233820		
ENSG00000252350		RPPH1-3P
ENSG00000263941		RN7SL32P
ENSG00000254050		
ENSG00000276065	51206	GP6
ENSG00000207091		
ENSG00000237793		RPL18AP16
ENSG00000243317	647087	C7orf73
ENSG00000187191	57054	DAZ3
ENSG00000265724	100422948	MIR4284
ENSG00000202240		RNU6-737P
ENSG00000253680		
ENSG00000168505	2637	GBX2
ENSG00000092820	7430	EZR
ENSG00000233129		
ENSG00000232794		HNRNPDP1
ENSG00000252222		RNU7-13P
ENSG00000267060	100885848	PTGES3L
ENSG00000280301		
ENSG00000250858		IGBP1P5
ENSG00000199299		RNA5SP430
ENSG00000231471		HMGN2P34
ENSG00000235312		KRTAP19-10P
ENSG00000253714		IGHVII-53-1
ENSG00000224626		
ENSG00000234191		
ENSG00000200759		RNU6-884P
ENSG00000253131		IGHV7-56
ENSG00000201742		RNU6-563P
ENSG00000279750		
ENSG00000279691		
ENSG00000199536		RNU6-315P
ENSG00000199370		
ENSG00000234921		
ENSG00000174799	9662	CEP135
ENSG00000212199		RNU6-127P
ENSG00000200706		
ENSG00000143951	51057	WDPCP
ENSG00000200745		RNU1-31P
ENSG00000258302		
ENSG00000224373		IGHV4-59
ENSG00000186019	100379224	
ENSG00000202269		
ENSG00000221420	677847	SNORA81
ENSG00000212597		RNU6-876P
ENSG00000238782		RNU7-9P
ENSG00000238297		
ENSG00000233527	101927599	ZNF529-AS1
ENSG00000231227		
ENSG00000262410		
ENSG00000274597		
ENSG00000255285		
ENSG00000252423		RNU6-229P
ENSG00000254158		
ENSG00000252098		
ENSG00000240961		RN7SL415P
ENSG00000229101		TCEB1P20
ENSG00000200547		
ENSG00000244392		RN7SL869P
ENSG00000274841		
ENSG00000229014		RPL30P13
ENSG00000254833		
ENSG00000200665		RNU6-1188P
ENSG00000207815	693148	MIR563
ENSG00000199960	100033451	SNORD115-14
ENSG00000252562		RNU6-922P
ENSG00000239640		RN7SL62P
ENSG00000234761		
ENSG00000261622		
ENSG00000223274		RNA5SP498
ENSG00000253093		RNA5SP179
ENSG00000254771		
ENSG00000258873	503835	DUXA
ENSG00000207020		
ENSG00000242038	80864	EGFL8
ENSG00000140832	91862	MARVELD3
ENSG00000197536		C5orf56
ENSG00000172164	6641	SNTB1
ENSG00000201241		RNU6-978P
ENSG00000229956	100852410	ZRANB2-AS2
ENSG00000222405		RNU4-65P
ENSG00000199516		
ENSG00000235981		
ENSG00000272620	84740	AFAP1-AS1
ENSG00000212215		RNU6-913P
ENSG00000274018		
ENSG00000275670	102466253	MIR8076
ENSG00000232350		
ENSG00000230467	80352	RNF39
ENSG00000242158		RN7SL361P
ENSG00000222343		RN7SKP139
ENSG00000137745	4322	MMP13
ENSG00000223040		RN7SKP144
ENSG00000201001		RNU6-270P
ENSG00000206631		RNU6-657P
ENSG00000199552		
ENSG00000224235		
ENSG00000197472	57116	ZNF695
ENSG00000201228		
ENSG00000252798		
ENSG00000239702		RN7SL507P
ENSG00000212260		RNU6-724P
ENSG00000266704	100616179	MIR4498
ENSG00000251014		
ENSG00000242781		
ENSG00000274770	102465135	MIR6128
ENSG00000152784	56978	PRDM8
ENSG00000223004		
ENSG00000222244		RNA5SP431
ENSG00000273886		
ENSG00000168490	9796	PHYHIP
ENSG00000235820		
ENSG00000264792	100616271	MIR4637
ENSG00000129128	60559	SPCS3
ENSG00000277668		
ENSG00000135222	1447	CSN2
ENSG00000207956	693164	MIR579
ENSG00000252696		RNA5SP34
ENSG00000244618		RN7SL334P
ENSG00000201744		RNU6-34P
ENSG00000250406		
ENSG00000227508	401289	LINC01624
ENSG00000222821		RNU4-27P
ENSG00000275154		
ENSG00000201368		
ENSG00000254251		
ENSG00000252484		RN7SKP49
ENSG00000274408		
ENSG00000265181	100616301	MIR4674
ENSG00000206702		RNU1-11P
ENSG00000136541	57471	ERMN
ENSG00000252848		RNA5SP230
ENSG00000200534	594839	SNORA33
ENSG00000207496	619563	SNORA7A
ENSG00000264274	100616246	MIR4799
ENSG00000252001		RNA5SP303
ENSG00000180116	283461	C12orf40
ENSG00000171425	51545	ZNF581
ENSG00000272262		RNU6-89P
ENSG00000278807		SPDYE14P
ENSG00000198982	494329	MIR380
ENSG00000221203	100302279	MIR1262
ENSG00000254182		
ENSG00000206889		RNU6-1200P
ENSG00000242145		
ENSG00000199460		RNU6-1216P
ENSG00000164062	327	APEH
ENSG00000280410		
ENSG00000212521		RNU6-918P
ENSG00000119616	51077	FCF1
ENSG00000133246	84106	PRAM1
ENSG00000200241		
ENSG00000199881		
ENSG00000265986	100616363	MIR4735
ENSG00000266549		
ENSG00000244232		RN7SL698P
ENSG00000276869	102466982	MIR6729
ENSG00000223729		
ENSG00000276473		
ENSG00000223189		RNU6-177P
ENSG00000271818		RN7SKP4
ENSG00000207548	406999	MIR217
ENSG00000207046		RNU6-886P
ENSG00000276873		
ENSG00000252917		
ENSG00000274889	441864	TARM1
ENSG00000238523		RNU7-107P
ENSG00000279929		
ENSG00000235868		GAPDHP31
ENSG00000252621		
